Symbol,1W Change %,1M Change %,3M Change %,6M Change %,1Y Change %,5Y Change %,Name,Category
MSGUX,-1.03,14.31,2.35,3.35,59.81,45.13,Morgan Stanley Inst Growth C,MF Best Historical
0P00003AB2,-1.21,13.98,2.6,3.03,59.45,-22.1,Transamerica Capital Growth I2,MF Best Historical
TFOIX,-1.21,13.97,2.59,2.98,59.23,45.63,Transamerica Capital Growth I,MF Best Historical
IALAX,-1.23,13.94,2.55,2.84,58.83,43.57,Transamerica Capital Growth A,MF Best Historical
MSJSX,-3.96,2.29,-6.56,-1.99,7.05,31.9,Morgan Stanley Global Endurance R6,MF Best Historical
MSJIX,-3.97,2.3,-6.62,-2.0,6.99,31.59,Morgan Stanley Global Endurance I,MF Best Historical
ILLLX,-1.24,13.86,2.3,2.42,57.55,38.8,Transamerica Capital Growth C,MF Best Historical
MSJAX,-3.97,2.27,-6.66,-2.17,6.65,29.19,Morgan Stanley Global Endurance A,MF Best Historical
UPUPX,-2.0,11.22,-8.76,8.07,12.92,153.67,Upright Growth Fund,MF Best Historical
MSJCX,-3.97,2.18,-6.88,-2.56,5.83,24.51,Morgan Stanley Global Endurance C,MF Best Historical
BGLTX,-1.96,11.47,-0.5,4.0,18.48,67.63,Baillie Gifford Long Term Global Growth Fund,MF Best Historical
BGLKX,-1.93,11.49,-0.5,4.03,18.47,67.65,Baillie Gifford Long Term Global Growth Fund,MF Best Historical
BSGLX,-1.94,11.44,-0.53,3.97,18.34,66.8,Baillie Gifford Long Term Global Gr I,MF Best Historical
0P00018JE1,-0.27,15.59,-1.73,5.0,20.19,60.94,Baillie Gifford WW L/T Glb Gr B USD Acc,MF Best Historical
RMQHX,-2.9,19.71,-4.84,-1.44,16.74,245.44,Rydex Monthly Rbl NASDAQ-100 2x Strt H,MF Best Historical
RMQAX,-2.9,19.71,-4.84,-1.45,16.74,245.85,Rydex Monthly Rbl NASDAQ-100 2x Strt A,MF Best Historical
RMQCX,-2.91,19.64,-5.01,-1.85,15.84,232.82,Rydex Monthly Rbl NASDAQ-100 2x Strt C,MF Best Historical
SGNFX,-2.62,6.24,-0.8,1.88,19.75,88.29,Sparrow Growth No-Load,MF Best Historical
SGFFX,-2.66,6.18,-0.94,1.6,19.11,83.65,Sparrow Growth A,MF Best Historical
BTLKX,-1.97,9.67,2.63,11.44,19.31,70.26,Baillie Gifford Intl Concntr Gr EqsK,MF Best Historical
BTLSX,-2.0,9.57,2.68,11.36,19.03,69.44,Baillie Gifford Intl Concntr Gr EqsInstl,MF Best Historical
TEFQX,-2.28,12.01,4.63,8.06,15.32,-41.43,Firsthand Technology Opportunities,MF Best Historical
SGFCX,-2.64,6.16,-1.05,1.36,18.54,79.13,Sparrow Growth C,MF Best Historical
MIGIX,-1.12,11.81,2.5,2.8,57.18,42.92,Morgan Stanley Inst Global Insgt I,MF Best Historical
MIGPX,-1.13,11.76,2.4,2.64,56.7,40.77,Morgan Stanley Inst Global Insgt A,MF Best Historical
MIGLX,-1.13,11.74,2.28,2.36,55.91,37.2,Morgan Stanley Inst Global Insgt L,MF Best Historical
MSPTX,-1.18,11.65,2.17,2.23,55.45,35.76,Morgan Stanley Inst Global Insgt C,MF Best Historical
BFOCX,-2.14,15.61,-3.34,-6.46,24.68,31.51,Berkshire Focus Fund,MF Best Historical
0P00016GSS,-2.97,12.24,1.38,4.95,24.38,82.63,Sanlam Anchor Global Equity A USD Acc,MF Best Historical
BIOUX,-1.93,11.84,-1.41,1.76,22.48,118.36,Baron Opportunity Fund,MF Best Historical
BIOIX,-1.93,11.86,-1.41,1.76,22.51,118.42,Baron Opportunity Fund,MF Best Historical
0P0001D7PT,0.25,15.29,5.78,7.16,17.41,60.06,Baillie Gifford Worldwide Positive Change Fund,MF Best Historical
0P0001A4HN,2.74,7.89,3.52,25.37,17.92,-29.3,E Fund (HK) Grtr Chn Leaders I USD Acc,MF Best Historical
BIOPX,-1.93,11.82,-1.47,1.62,22.19,115.6,Baron Opportunity Fund,MF Best Historical
VBPIX,-1.67,11.62,6.28,5.23,15.64,20.52,Vanguard Baillie GiffordGlbPstvImpStkInv,MF Best Historical
RYVYX,-5.0,17.72,-8.66,-5.96,9.46,212.31,Rydex NASDAQ-100 2x Strategy H,MF Best Historical
RYVLX,-5.0,17.72,-8.66,-5.96,9.46,212.28,Rydex NASDAQ-100 2x Strategy A,MF Best Historical
0P0001ALVM,2.74,7.89,3.53,25.39,17.9,-30.71,E Fund (HK) Grtr Chn Leaders A USD Inc,MF Best Historical
0P0001A4HM,2.74,7.89,3.52,25.38,17.9,-30.71,E Fund (HK) Grtr Chn Leaders A USD Acc,MF Best Historical
0P00017WW8,1.33,13.59,-5.3,-6.38,-3.83,114.19,UPAMC Global Innovative Tech USD,MF Best Historical
MITEX,-0.14,8.01,2.46,6.15,11.32,38.9,Matthews Asia Innovators Institutional,MF Best Historical
RYCCX,-5.02,17.64,-8.83,-6.33,8.63,200.77,Rydex NASDAQ-100 2x Strategy C,MF Best Historical
LFGVX,-1.88,10.37,-1.61,-0.73,25.8,118.82,Lord Abbett Focused Growth R6,MF Best Historical
MATFX,-0.14,7.99,2.35,6.02,11.18,37.97,Matthews Asia Innovators Fund,MF Best Historical
UOPIX,-4.98,17.72,-8.72,-5.97,9.34,208.22,ProFunds UltraNASDAQ-100 Fund,MF Best Historical
BGSIX,-1.89,11.46,-2.19,-1.62,11.05,95.82,BlackRock Technology Opportunities Fund,MF Best Historical
LFGOX,-1.88,10.37,-1.61,-0.7,25.8,118.82,Lord Abbett Focused Growth F3,MF Best Historical
LFGFX,-1.89,10.37,-1.65,-0.76,25.61,117.74,Lord Abbett Focused Growth F,MF Best Historical
LFGTX,-1.89,10.34,-1.65,-0.79,25.61,117.74,Lord Abbett Focused Growth R5,MF Best Historical
LFGIX,-1.89,10.34,-1.65,-0.76,25.6,117.8,Lord Abbett Focused Growth I,MF Best Historical
GAAEX,-1.52,7.22,2.97,-5.74,-13.84,62.39,Guinness Atkinson Alternative Energy,MF Best Historical
BSTSX,-1.88,11.45,-2.24,-1.73,10.77,93.44,BlackRock Technology Opportunities Svc,MF Best Historical
BGSAX,-1.88,11.45,-2.24,-1.73,10.78,93.43,BlackRock Technology Opportunities Fund,MF Best Historical
LFGAX,-1.87,10.34,-1.7,-0.89,25.3,115.13,Lord Abbett Focused Growth A,MF Best Historical
LFGSX,-1.89,10.33,-1.7,-0.89,25.29,115.06,Lord Abbett Focused Growth R4,MF Best Historical
0P00019LM6,0.36,5.41,0.71,-2.95,-7.95,84.56,Nikko AM Asian Small Mid Eq USD Acc,MF Best Historical
BGSRX,-1.9,11.42,-2.31,-1.87,10.48,90.99,BlackRock Technology Opportunities Fund,MF Best Historical
LFGQX,-1.9,10.29,-1.76,-1.04,24.99,112.42,Lord Abbett Focused Growth R3,MF Best Historical
DMCRX,-0.87,8.56,-0.87,-16.9,0.31,90.66,Driehaus Micro Cap Growth Fund,MF Best Historical
